SAMPLING_EVENT_ID,LOC_ID,UMD_LANDCOVER,UMD_WATERCOVER,YEAR
S27490744,L791662,12,2,2016
S27491145,L3934129,12,2,2016
S27495744,L4232451,8,2,2016
S27495877,L3934129,12,2,2016
S27496363,L4239235,12,2,2016
S27512672,L944325,0,0,2016
S27515261,L3934129,12,2,2016
S27516245,L2604456,12,1,2016
S27534765,L2832564,8,1,2016
S27538122,L2604456,12,1,2016
S27541410,L2832564,8,1,2016
S27543966,L790600,12,1,2016
S27546554,L791662,12,2,2016
S27571175,L3934129,12,2,2016
S27590676,L4234734,12,2,2016
S27591128,L791657,12,1,2016
S27591852,L791662,12,2,2016
S27594015,L4003726,6,1,2016
S27598018,L3934129,12,2,2016
S27600646,L791662,12,2,2016
S27604130,L807750,12,2,2016
S27609397,L793798,8,1,2016
S27636954,L791657,12,1,2016
S27638082,L687602,12,1,2016
S27644995,L3934129,12,2,2016
S27647285,L793798,8,1,2016
S27661710,L944325,0,0,2016
S27673291,L791657,12,1,2016
S27673661,L687602,12,1,2016
S27673743,L813455,10,1,2016
S27677955,L793798,8,1,2016
S27679781,L791657,12,1,2016
S27682541,L791657,12,1,2016
S27682548,L687602,12,1,2016
S27682551,L813455,10,1,2016
S27682555,L793798,8,1,2016
S27692332,L3934129,12,2,2016
S27709676,L4293164,13,1,2016
S27714318,L792515,1,2,2016
S27715191,L2604456,12,1,2016
S27716635,L791662,12,2,2016
S27726566,L3934129,12,2,2016
S27727655,L3934129,12,2,2016
S27731297,L4215906,0,0,2016
S27731298,L4215854,2,1,2016
S27731299,L4215835,0,0,2016
S27744351,L2742300,1,2,2016
S27745106,L687602,12,1,2016
S27746245,L1745501,8,1,2016
S27747897,L1348842,13,2,2016
S27767717,L3934129,12,2,2016
S27787264,L2650780,0,0,2016
S27787755,L2650407,0,0,2016
S27787967,L2650462,NA,2,2016
S27788233,L4305776,8,2,2016
S27788419,L944325,0,0,2016
S27788638,L791662,12,2,2016
S27789095,L791662,12,2,2016
S27791522,L944325,0,0,2016
S27791524,L4305776,8,2,2016
S27791525,L791662,12,2,2016
S27791527,L791662,12,2,2016
S27791640,L791662,12,2,2016
S27791641,L791662,12,2,2016
S27791643,L944325,0,0,2016
S27791687,L4305776,8,2,2016
S27792133,L791662,12,2,2016
S27792135,L4305776,8,2,2016
S27792136,L944325,0,0,2016
S27792139,L791662,12,2,2016
S27793097,L791662,12,2,2016
S27793595,L791662,12,2,2016
S27793599,L944325,0,0,2016
S27793600,L4305776,8,2,2016
S27797295,L687602,12,1,2016
S27802398,L687602,12,1,2016
S27802461,L790600,12,1,2016
S27802528,L687541,12,1,2016
S27802622,L2604456,12,1,2016
S27802775,L808822,12,1,2016
S27802908,L793798,8,1,2016
S27821525,L810417,6,1,2016
S27821621,L944325,0,0,2016
S27825689,L1348842,13,2,2016
S27825839,L3934129,12,2,2016
S27825862,L3934129,12,2,2016
S27835919,L793798,8,1,2016
S27836438,L791662,12,2,2016
S27851698,L793798,8,1,2016
S27853773,L791657,12,1,2016
S27853926,L791657,12,1,2016
S27854147,L791657,12,1,2016
S27856716,L3934129,12,2,2016
S27856747,L687602,12,1,2016
S27862216,L790600,12,1,2016
S27862309,L3301951,12,2,2016
S27879998,L791662,12,2,2016
S27882291,L2604456,12,1,2016
S27882329,L793798,8,1,2016
S27886670,L687602,12,1,2016
S27886722,L790600,12,1,2016
S27886784,L793798,8,1,2016
S27886814,L808822,12,1,2016
S27886841,L2604456,12,1,2016
S27886873,L687541,12,1,2016
S27892580,L4003726,6,1,2016
S27899503,L4323646,1,2,2016
S27900080,L2651425,0,2,2016
S27900480,L4323786,0,0,2016
S27900692,L4323825,0,0,2016
S27900825,L4323835,NA,2,2016
S27906704,L4324715,1,2,2016
S27908330,L4324715,1,2,2016
S27934682,L2604456,12,1,2016
S27934811,L791662,12,2,2016
S27950878,L2604456,12,1,2016
S27951249,L2604456,12,1,2016
S27951250,L1461922,10,2,2016
S27973133,L3934129,12,2,2016
S27980422,L2604456,12,1,2016
S27984308,L4340376,10,2,2016
S27984507,L791657,12,1,2016
S27984741,L4340425,NA,2,2016
S27984809,L808822,12,1,2016
S27984933,L793798,8,1,2016
S27985010,L687602,12,1,2016
S27985124,L2604456,12,1,2016
S27987974,L791662,12,2,2016
S27994681,L808822,12,1,2016
S27994687,L791657,12,1,2016
S27994690,L793798,8,1,2016
S27994695,L687602,12,1,2016
S27994699,L2604456,12,1,2016
S27998492,L3934129,12,2,2016
S28024557,L3934129,12,2,2016
S28037928,L3055420,8,1,2016
S28049370,L791657,12,1,2016
S28069042,L4352748,12,2,2016
S28079100,L791662,12,2,2016
S28088334,L791662,12,2,2016
S28092145,L4323646,1,2,2016
S28092147,L4323786,0,0,2016
S28092150,L4323825,0,0,2016
S28092152,L4323835,NA,2,2016
S28092342,L4356745,0,0,2016
S28092633,L4352748,12,2,2016
S28096353,L791662,12,2,2016
S28104053,L2604456,12,1,2016
S28106261,L4352748,12,2,2016
S28106561,L2604456,12,1,2016
S28117590,L791657,12,1,2016
S28120139,L791657,12,1,2016
S28124540,L791662,12,2,2016
S28129083,L4376708,12,2,2016
S28129135,L791657,12,1,2016
S28129352,L792515,1,2,2016
S28131380,L791657,12,1,2016
S28135604,L791657,12,1,2016
S28140634,L4378770,12,1,2016
S28141141,L791657,12,1,2016
S28146138,L791657,12,1,2016
S28161273,L4382134,0,1,2016
S28161406,L4382175,12,1,2016
S28161662,L4323646,1,2,2016
S28161863,L4382183,0,0,2016
S28196561,L4382189,0,0,2016
S28196636,L4382193,0,0,2016
S28196670,L4382196,0,0,2016
S28197170,L4382209,0,2,2016
S28197289,L4382217,12,1,2016
S28197453,L4382225,0,2,2016
S28197557,L4382229,0,0,2016
S28197641,L4382183,0,0,2016
S28215972,L4382231,0,0,2016
S28216207,L4382240,0,0,2016
S28217212,L4382246,2,1,2016
S28217364,L4382080,NA,2,2016
S28217909,L4382249,0,0,2016
S28218028,L4323786,0,0,2016
S28218144,L4382134,0,1,2016
S28218260,L4382259,NA,2,2016
S28218312,L4382261,NA,2,2016
S28218394,L4382263,0,0,2016
S28225773,L4352748,12,2,2016
S28239793,L3181518,12,2,2016
S28239968,L687602,12,1,2016
S28240394,L3986956,0,0,2016
S28245123,L4388349,NA,2,2016
S28245189,L4388349,NA,2,2016
S28248990,L791657,12,1,2016
S28249120,L4394500,12,2,2016
S28249616,L791662,12,2,2016
S28407892,L3181518,12,2,2016
S28422302,L792515,1,2,2016
S28431987,L791662,12,2,2016
S28433949,L2604456,12,1,2016
S28433995,L2604456,12,1,2016
S28434306,L807750,12,2,2016
S28434478,L807750,12,2,2016
S28436743,L4352748,12,2,2016
S28442192,L2604456,12,1,2016
S28442785,L807750,12,2,2016
S28457647,L2604456,12,1,2016
S28458066,L2604456,12,1,2016
S28458095,L2604456,12,1,2016
S28471379,L2604456,12,1,2016
S28471387,L807750,12,2,2016
S28475987,L791662,12,2,2016
S28478554,L2604456,12,1,2016
S28478560,L807750,12,2,2016
S28507470,L791657,12,1,2016
S28507706,L687602,12,1,2016
S28507746,L808822,12,1,2016
S28507960,L793798,8,1,2016
S28508103,L791657,12,1,2016
S28508108,L687602,12,1,2016
S28508114,L808822,12,1,2016
S28508121,L793798,8,1,2016
S28529727,L2604456,12,1,2016
S28541891,L3181518,12,2,2016
S28542001,L944325,0,0,2016
S28542358,L791662,12,2,2016
S28543971,L791662,12,2,2016
S28544161,L791662,12,2,2016
S28557455,L4305776,8,2,2016
S28557791,L944325,0,0,2016
S28558778,L791662,12,2,2016
S28561702,L3986956,0,0,2016
S28562082,L944325,0,0,2016
S28567882,L791662,12,2,2016
S28570145,L791662,12,2,2016
S28570148,L944325,0,0,2016
S28570153,L4305776,8,2,2016
S28588966,L2604456,12,1,2016
S28592094,L4430441,12,2,2016
S28594750,L3934129,12,2,2016
S28608098,L4430441,12,2,2016
S28648790,L2604456,12,1,2016
S28650764,L2604456,12,1,2016
S28652989,L3385386,12,2,2016
S28653087,L1107186,5,2,2016
S28653182,L944325,0,0,2016
S28653423,L791662,12,2,2016
S28653447,L2604456,12,1,2016
S28657910,L4441451,8,1,2016
S28664848,L687602,12,1,2016
S28665557,L3934129,12,2,2016
S28665614,L3385386,12,2,2016
S28665620,L1107186,5,2,2016
S28665631,L944325,0,0,2016
S28665642,L791662,12,2,2016
S28665668,L3934129,12,2,2016
S28668140,L2604456,12,1,2016
S28671206,L2604456,12,1,2016
S28674436,L2604456,12,1,2016
S28682651,L791662,12,2,2016
S28687861,L2604456,12,1,2016
S28689387,L791662,12,2,2016
S28695017,L793798,8,1,2016
S28695541,L793798,8,1,2016
S28697937,L793798,8,1,2016
S28700740,L687602,12,1,2016
S28702643,L793798,8,1,2016
S28706165,L2604456,12,1,2016
S28707484,L793798,8,1,2016
S28708948,L2604456,12,1,2016
S28712221,L793798,8,1,2016
S28712955,L790600,12,1,2016
S28713036,L687602,12,1,2016
S28713461,L791657,12,1,2016
S28728834,L2604456,12,1,2016
S28732852,L3934129,12,2,2016
S28733302,L793798,8,1,2016
S28750610,L2604456,12,1,2016
S28751040,L791662,12,2,2016
S28752185,L944325,0,0,2016
S28757955,L3934129,12,2,2016
S28770075,L687541,12,1,2016
S28786393,L687541,12,1,2016
S28788761,L3934129,12,2,2016
S28803601,L793798,8,1,2016
S28804068,L2604456,12,1,2016
S28804084,L807750,12,2,2016
S28804478,L791657,12,1,2016
S28805331,L2832564,8,1,2016
S28816475,L2604456,12,1,2016
S28822556,L687541,12,1,2016
S28822627,L813455,10,1,2016
S28825131,L3934129,12,2,2016
S28831578,L813455,10,1,2016
S28845754,L792515,1,2,2016
S28865642,L813450,12,2,2016
S28866801,L2604456,12,1,2016
S28878335,L3385444,0,0,2016
S28878524,L791662,12,2,2016
S28896250,L813455,10,1,2016
S28896322,L791657,12,1,2016
S28896357,L3934129,12,2,2016
S28896500,L791662,12,2,2016
S28904812,L793798,8,1,2016
S28909083,L791662,12,2,2016
S28909177,L791657,12,1,2016
S28909557,L813455,10,1,2016
S28910061,L4481276,12,1,2016
S28910493,L687602,12,1,2016
S28915200,L3934129,12,2,2016
S28923640,L793798,8,1,2016
S28923953,L808822,12,1,2016
S28925694,L3934129,12,2,2016
S28928483,L793798,8,1,2016
S28934843,L791662,12,2,2016
S28934956,L813455,10,1,2016
S28935162,L2604456,12,1,2016
S28935224,L791657,12,1,2016
S28935266,L3293768,6,1,2016
S28935274,L687602,12,1,2016
S28938423,L4003726,6,1,2016
S28939563,L791662,12,2,2016
S28949135,L791657,12,1,2016
S28950210,L944325,0,0,2016
S28950297,L3953966,0,0,2016
S28950390,L687602,12,1,2016
S28950499,L3181518,12,2,2016
S28950591,L790600,12,1,2016
S28950736,L3385444,0,0,2016
S28956785,L687602,12,1,2016
S28956790,L791657,12,1,2016
S28956793,L2604456,12,1,2016
S28956808,L813455,10,1,2016
S28959581,L4490652,12,2,2016
S28962952,L807750,12,2,2016
S28968160,L3934129,12,2,2016
S28968206,L3934129,12,2,2016
S28968248,L3934129,12,2,2016
S28972016,L2604456,12,1,2016
S28972488,L807750,12,2,2016
S28972535,L791662,12,2,2016
S28985487,L4494972,10,2,2016
S28987676,L791662,12,2,2016
S28987937,L3953966,0,0,2016
S28993023,L2604456,12,1,2016
S28994377,L2604456,12,1,2016
S29006203,L3934129,12,2,2016
S29019541,L791662,12,2,2016
S29068819,L687541,12,1,2016
S29081939,L2604456,12,1,2016
S29081941,L687602,12,1,2016
S29081948,L793798,8,1,2016
S29081956,L808822,12,1,2016
S29081958,L4340425,NA,2,2016
S29081961,L791657,12,1,2016
S29081971,L4340376,10,2,2016
S29085566,L791662,12,2,2016
S29103804,L687541,12,1,2016
S29109346,L791662,12,2,2016
S29129889,L2604456,12,1,2016
S29130113,L687541,12,1,2016
S29134267,L4394500,12,2,2016
S29134434,L1107186,5,2,2016
S29134677,L791662,12,2,2016
S29154223,L2604456,12,1,2016
S29154628,L687602,12,1,2016
S29154819,L1107186,5,2,2016
S29155089,L4394500,12,2,2016
S29155926,L791662,12,2,2016
S29156177,L2604456,12,1,2016
S29156179,L687602,12,1,2016
S29156181,L1107186,5,2,2016
S29156183,L4394500,12,2,2016
S29156185,L791662,12,2,2016
S29157609,L791662,12,2,2016
S29158154,L1107186,5,2,2016
S29158168,L687602,12,1,2016
S29160460,L687602,12,1,2016
S29160501,L791662,12,2,2016
S29166221,L2250598,1,2,2016
S29171847,L793798,8,1,2016
S29171858,L791662,12,2,2016
S29171898,L1107186,5,2,2016
S29171913,L687602,12,1,2016
S29171933,L2604456,12,1,2016
S29176641,L687602,12,1,2016
S29176652,L1107186,5,2,2016
S29176658,L791662,12,2,2016
S29184620,L2604456,12,1,2016
S29185194,L2604456,12,1,2016
S29185543,L3986956,0,0,2016
S29186781,L791662,12,2,2016
S29194959,L687541,12,1,2016
S29201042,L791662,12,2,2016
S29201872,L1409287,12,1,2016
S29205226,L793798,8,1,2016
S29207575,L793798,8,1,2016
S29214190,L793798,8,1,2016
S29226268,L791657,12,1,2016
S29226379,L687541,12,1,2016
S29226572,L1409287,12,1,2016
S29230716,L687602,12,1,2016
S29230971,L687541,12,1,2016
S29231118,L793798,8,1,2016
S29231248,L793798,8,1,2016
S29231809,L793798,8,1,2016
S29232114,L687541,12,1,2016
S29236206,L687541,12,1,2016
S29236726,L810417,6,1,2016
S29239843,L687541,12,1,2016
S29239968,L1409287,12,1,2016
S29245360,L4003726,6,1,2016
S29250136,L2604456,12,1,2016
S29251773,L687541,12,1,2016
S29251928,L687602,12,1,2016
S29260981,L793798,8,1,2016
S29261046,L3934129,12,2,2016
S29261368,L793798,8,1,2016
S29275697,L791662,12,2,2016
S29275742,L791657,12,1,2016
S29275778,L3986956,0,0,2016
S29295912,L791657,12,1,2016
S29310242,L813455,10,1,2016
S29310360,L687541,12,1,2016
S29310507,L1409287,12,1,2016
S29316699,L791657,12,1,2016
S29322884,L791657,12,1,2016
S29325000,L4481276,12,1,2016
S29325148,L687541,12,1,2016
S29325388,L813455,10,1,2016
S29334883,L813455,10,1,2016
S29334938,L4481276,12,1,2016
S29335000,L687541,12,1,2016
S29338624,L2742300,1,2,2016
S29378126,L791662,12,2,2016
S29378180,L813455,10,1,2016
S29378242,L687541,12,1,2016
S29378310,L813455,10,1,2016
S29384261,L813455,10,1,2016
S29384403,L1409287,12,1,2016
S29397681,L4003726,6,1,2016
S29405910,L4003726,6,1,2016
S29414652,L3934129,12,2,2016
S29417480,L4003726,6,1,2016
S29428027,L2604456,12,1,2016
S29431252,L813455,10,1,2016
S29431492,L687541,12,1,2016
S29431714,L687541,12,1,2016
S29433520,L813455,10,1,2016
S29433521,L687541,12,1,2016
S29433522,L687541,12,1,2016
S29446535,L4003726,6,1,2016
S29448419,L687541,12,1,2016
S29448506,L813455,10,1,2016
S29449361,L793798,8,1,2016
S29450343,L1409287,12,1,2016
S29451417,L1461922,10,2,2016
S29453143,L791657,12,1,2016
S29474762,L813455,10,1,2016
S29474937,L687541,12,1,2016
S29475025,L687541,12,1,2016
S29475236,L4394500,12,2,2016
S29475699,L791662,12,2,2016
S29486759,L791657,12,1,2016
S29502143,L791662,12,2,2016
S29502329,L4576944,0,0,2016
S29502423,L2742300,1,2,2016
S29502772,L2604456,12,1,2016
S29507207,L3934129,12,2,2016
S29521354,L813455,10,1,2016
S29521449,L1409287,12,1,2016
S29521568,L687541,12,1,2016
S29522096,L793798,8,1,2016
S29524474,L605028,0,2,2016
S29524742,L605028,0,2,2016
S29524982,L605028,0,2,2016
S29526703,L605028,0,2,2016
S29528647,L605028,0,2,2016
S29528831,L605028,0,2,2016
S29529990,L605028,0,2,2016
S29537050,L791657,12,1,2016
S29537407,L605028,0,2,2016
S29557282,L2742300,1,2,2016
S29565487,L791657,12,1,2016
S29575428,L687541,12,1,2016
S29575671,L807750,12,2,2016
S29575979,L807750,12,2,2016
S29575983,L687541,12,1,2016
S29581264,L793798,8,1,2016
S29582710,L791662,12,2,2016
S29584858,L3934129,12,2,2016
S29606931,L605028,0,2,2016
S29610358,L791657,12,1,2016
S29622695,L793798,8,1,2016
S29630027,L2604456,12,1,2016
S29635155,L3934129,12,2,2016
S29651018,L793798,8,1,2016
S29652863,L793798,8,1,2016
S29653122,L793798,8,1,2016
S29653294,L2604456,12,1,2016
S29655959,L793798,8,1,2016
S29657390,L4454040,12,1,2016
S29657426,L2832564,8,1,2016
S29657975,L813455,10,1,2016
S29658536,L907465,12,2,2016
S29658628,L2832564,8,1,2016
S29658657,L907465,12,2,2016
S29659724,L687609,10,2,2016
S29659805,L687609,10,2,2016
S29660308,L907465,12,2,2016
S29660883,L687602,12,1,2016
S29660910,L2832564,8,1,2016
S29660986,L687609,10,2,2016
S29661069,L813450,12,2,2016
S29661786,L4601173,5,1,2016
S29662159,L4601079,1,2,2016
S29662334,L2604456,12,1,2016
S29662709,L791662,12,2,2016
S29663353,L793798,8,1,2016
S29663403,L907465,12,2,2016
S29663448,L4601578,5,2,2016
S29663467,L2832564,8,1,2016
S29663515,L907465,12,2,2016
S29663538,L2832564,8,1,2016
S29663584,L687609,10,2,2016
S29663590,L687609,10,2,2016
S29665576,L791657,12,1,2016
S29666368,L793798,8,1,2016
S29669569,L4601079,1,2,2016
S29669571,L4601173,5,1,2016
S29671031,L791657,12,1,2016
S29673785,L687609,10,2,2016
S29673805,L2832564,8,1,2016
S29673819,L907465,12,2,2016
S29693892,L2604456,12,1,2016
S29695401,L4601173,5,1,2016
S29696147,L4601173,5,1,2016
S29696494,L4601173,5,1,2016
S29696874,L4601173,5,1,2016
S29696942,L687609,10,2,2016
S29696999,L2832564,8,1,2016
S29697083,L907465,12,2,2016
S29697226,L793798,8,1,2016
S29698076,L793798,8,1,2016
S29698320,L907465,12,2,2016
S29698348,L2832564,8,1,2016
S29698354,L687609,10,2,2016
S29699373,L4601173,5,1,2016
S29706454,L4601173,5,1,2016
S29706462,L3385444,0,0,2016
S29713667,L3934129,12,2,2016
S29714194,L4601173,5,1,2016
S29718671,L791662,12,2,2016
S29720622,L4610601,10,1,2016
S29720654,L4610613,5,1,2016
S29720674,L4610617,8,1,2016
S29721784,L808822,12,1,2016
S29722153,L793798,8,1,2016
S29743107,L4613708,0,1,2016
S29743112,L4610622,8,1,2016
S29743158,L4610622,8,1,2016
S29743243,L4613726,8,1,2016
S29743412,L4613759,12,2,2016
S29744096,L4613839,5,1,2016
S29744965,L791657,12,1,2016
S29747450,L791657,12,1,2016
S29748728,L4601173,5,1,2016
S29748764,L793798,8,1,2016
S29749194,L2604456,12,1,2016
S29766775,L813455,10,1,2016
S29781342,L813455,10,1,2016
S29783250,L4388349,NA,2,2016
S29786434,L793798,8,1,2016
S29789473,L4388349,NA,2,2016
S29789479,L813455,10,1,2016
S29803646,L808822,12,1,2016
S29803664,L791657,12,1,2016
S29803755,L791657,12,1,2016
S29803824,L808822,12,1,2016
S29809298,L3934129,12,2,2016
S29832618,L791657,12,1,2016
S29832832,L793798,8,1,2016
S29833255,L793798,8,1,2016
S29861978,L4003726,6,1,2016
S29863759,L4003726,6,1,2016
S29870222,L791657,12,1,2016
S29871161,L791662,12,2,2016
S29876367,L3171344,1,1,2016
S29892065,L813455,10,1,2016
S29896759,L4003726,6,1,2016
S29909446,L2604456,12,1,2016
S29909976,L791657,12,1,2016
S29927284,L3987005,10,2,2016
S29933115,L4003726,6,1,2016
S29933183,L4003726,6,1,2016
S29933186,L4003726,6,1,2016
S29933191,L4003726,6,1,2016
S29933193,L4003726,6,1,2016
S29933197,L4003726,6,1,2016
S29933198,L4003726,6,1,2016
S29933200,L4003726,6,1,2016
S29933203,L4003726,6,1,2016
S29933209,L4003726,6,1,2016
S29940287,L3171344,1,1,2016
S29970668,L793798,8,1,2016
S29993966,L4003726,6,1,2016
S29998401,L3171344,1,1,2016
S30001915,L4657935,1,2,2016
S30007649,L791657,12,1,2016
S30026748,L808822,12,1,2016
S30026914,L793798,8,1,2016
S30029385,L793798,8,1,2016
S30029386,L808822,12,1,2016
S30032704,L2604456,12,1,2016
S30051091,L3934129,12,2,2016
S30057933,L794164,12,1,2016
S30057963,L790597,12,1,2016
S30058020,L3385386,12,2,2016
S30058282,L3385444,0,0,2016
S30058446,L791662,12,2,2016
S30064498,L791662,12,2,2016
S30064515,L3385444,0,0,2016
S30064701,L3385386,12,2,2016
S30064706,L790597,12,1,2016
S30064714,L794164,12,1,2016
S30078731,L791662,12,2,2016
S30078743,L794164,12,1,2016
S30078748,L790597,12,1,2016
S30078756,L3385386,12,2,2016
S30078758,L3385444,0,0,2016
S30079412,L791657,12,1,2016
S30090050,L2604456,12,1,2016
S30092770,L3934129,12,2,2016
S30112939,L793798,8,1,2016
S30112972,L808822,12,1,2016
S30113016,L791657,12,1,2016
S30113265,L791662,12,2,2016
S30114071,L791657,12,1,2016
S30119458,L793798,8,1,2016
S30127921,L4003726,6,1,2016
S30128080,L2604456,12,1,2016
S30140850,L687602,12,1,2016
S30140907,L790600,12,1,2016
S30141061,L4003726,6,1,2016
S30141184,L793798,8,1,2016
S30141374,L808822,12,1,2016
S30141606,L791657,12,1,2016
S30141751,L2604456,12,1,2016
S30142007,L2604456,12,1,2016
S30143297,L3934129,12,2,2016
S30159612,L3934129,12,2,2016
S30160523,L4003726,6,1,2016
S30162847,L4688391,12,2,2016
S30169334,L4003726,6,1,2016
S30173164,L791662,12,2,2016
S30173411,L791662,12,2,2016
S30184613,L4305776,8,2,2016
S30185157,L791662,12,2,2016
S30185368,L791662,12,2,2016
S30185370,L4305776,8,2,2016
S30185393,L3385444,0,0,2016
S30185446,L944325,0,0,2016
S30185524,L791662,12,2,2016
S30186378,L4305776,8,2,2016
S30186468,L791662,12,2,2016
S30196818,L4305776,8,2,2016
S30196830,L791662,12,2,2016
S30200771,L791657,12,1,2016
S30201035,L2604456,12,1,2016
S30202260,L791657,12,1,2016
S30202495,L791657,12,1,2016
S30202657,L3987005,10,2,2016
S30219267,L791657,12,1,2016
S30219712,L791657,12,1,2016
S30219846,L791657,12,1,2016
S30220450,L813455,10,1,2016
S30220827,L791657,12,1,2016
S30253446,L791657,12,1,2016
S30258681,L4003726,6,1,2016
S30272135,L4688391,12,2,2016
S30272200,L3934129,12,2,2016
S30272369,L4688391,12,2,2016
S30272583,L791657,12,1,2016
S30272628,L808822,12,1,2016
S30291254,L792515,1,2,2016
S30305292,L808822,12,1,2016
S30315219,L791662,12,2,2016
S30323466,L2604456,12,1,2016
S30329025,L791657,12,1,2016
S30336682,L793798,8,1,2016
S30338360,L687602,12,1,2016
S30338447,L793798,8,1,2016
S30338652,L4003726,6,1,2016
S30345090,L3934129,12,2,2016
S30354129,L793798,8,1,2016
S30364109,L3181518,12,2,2016
S30364217,L1745501,8,1,2016
S30364929,L3986956,0,0,2016
S30365136,L791662,12,2,2016
S30365996,L3934129,12,2,2016
S30377445,L794164,12,1,2016
S30377590,L807750,12,2,2016
S30380109,L807750,12,2,2016
S30380111,L794164,12,1,2016
S30381658,L793798,8,1,2016
S30381793,L1348842,13,2,2016
S30383904,L807750,12,2,2016
S30384019,L794164,12,1,2016
S30390488,L794164,12,1,2016
S30390511,L807750,12,2,2016
S30398364,L3934129,12,2,2016
S30408132,L791657,12,1,2016
S30408459,L3934129,12,2,2016
S30419737,L791662,12,2,2016
S30421614,L3934129,12,2,2016
S30422991,L793798,8,1,2016
S30427898,L3934129,12,2,2016
S30434362,L687602,12,1,2016
S30434563,L795754,5,1,2016
S30434614,L1461922,10,2,2016
S30434671,L793798,8,1,2016
S30460379,L4747181,3,2,2016
S30465503,L3934129,12,2,2016
S30473783,L807750,12,2,2016
S30473938,L793798,8,1,2016
S30474773,L3934129,12,2,2016
S30487132,L2463871,12,1,2016
S30492146,L2463871,12,1,2016
S30514507,L2604456,12,1,2016
S30517853,L791657,12,1,2016
S30550119,L791657,12,1,2016
S30550198,L4747181,3,2,2016
S30550350,L2604456,12,1,2016
S30550514,L793798,8,1,2016
S30550596,L808822,12,1,2016
S30550659,L4003726,6,1,2016
S30590982,L808822,12,1,2016
S30606884,L807750,12,2,2016
S30606998,L3301951,12,2,2016
S30607028,L3181518,12,2,2016
S30608013,L808822,12,1,2016
S30611611,L4747181,3,2,2016
S30616467,L791657,12,1,2016
S30655329,L3934129,12,2,2016
S30659478,L791657,12,1,2016
S30672025,L791657,12,1,2016
S30672160,L4003726,6,1,2016
S30672267,L2604456,12,1,2016
S30673271,L791657,12,1,2016
S30691744,L791662,12,2,2016
S30715842,L791657,12,1,2016
S30715889,L4688391,12,2,2016
S30735729,L791662,12,2,2016
S30779437,L791662,12,2,2016
S30779774,L4324715,1,2,2016
S30779782,L4324715,1,2,2016
S30795844,L3385444,0,0,2016
S30796117,L2604456,12,1,2016
S30797487,L3986956,0,0,2016
S30813034,L791657,12,1,2016
S30813082,L3934129,12,2,2016
S30816180,L791657,12,1,2016
S30817095,L2604456,12,1,2016
S30819950,L791657,12,1,2016
S30822473,L813455,10,1,2016
S30822870,L813455,10,1,2016
S30834589,L2604456,12,1,2016
S30838538,L3934129,12,2,2016
S30845354,L808822,12,1,2016
S30858758,L813455,10,1,2016
S30867408,L3986956,0,0,2016
S30871466,L4003726,6,1,2016
S30871759,L2742300,1,2,2016
S30892928,L791657,12,1,2016
S30894670,L2742300,1,2,2016
S30923323,L791657,12,1,2016
S30923400,L791657,12,1,2016
S30923817,L791657,12,1,2016
S30937760,L813455,10,1,2016
S30938113,L793798,8,1,2016
S30939596,L813455,10,1,2016
S30939625,L813455,10,1,2016
S30940172,L793798,8,1,2016
S30947289,L813455,10,1,2016
S30947360,L793798,8,1,2016
S30951072,L4747181,3,2,2016
S30952810,L793798,8,1,2016
S30956072,L3934129,12,2,2016
S30958049,L791657,12,1,2016
S30961760,L813455,10,1,2016
S30961868,L813455,10,1,2016
S30962090,L813455,10,1,2016
S30964431,L808822,12,1,2016
S30964701,L813455,10,1,2016
S30965096,L4099177,1,2,2016
S30965179,L792515,1,2,2016
S30965478,L791657,12,1,2016
S30965549,L3934129,12,2,2016
S30970506,L791657,12,1,2016
S30974811,L3301951,12,2,2016
S30983065,L793798,8,1,2016
S30985863,L4688391,12,2,2016
S30985919,L807750,12,2,2016
S30987477,L687541,12,1,2016
S30989840,L791657,12,1,2016
S30997360,L813455,10,1,2016
S30998342,L813455,10,1,2016
S30998461,L2604456,12,1,2016
S30998776,L791657,12,1,2016
S31002903,L2604456,12,1,2016
S31003281,L2604456,12,1,2016
S31003373,L791657,12,1,2016
S31008587,L813455,10,1,2016
S31011370,L792515,1,2,2016
S31014070,L807750,12,2,2016
S31014150,L807750,12,2,2016
S31014463,L807750,12,2,2016
S31028322,L791657,12,1,2016
S31028558,L813455,10,1,2016
S31035382,L807750,12,2,2016
S31035649,L4003726,6,1,2016
S31035804,L793798,8,1,2016
S31037383,L2604456,12,1,2016
S31037686,L813455,10,1,2016
S31038482,L793798,8,1,2016
S31038647,L793798,8,1,2016
S31038690,L793798,8,1,2016
S31040202,L791657,12,1,2016
S31040430,L793798,8,1,2016
S31043070,L3895605,0,0,2016
S31046301,L791657,12,1,2016
S31046353,L791657,12,1,2016
S31046603,L791657,12,1,2016
S31048585,L793798,8,1,2016
S31049813,L793798,8,1,2016
S31049970,L793798,8,1,2016
S31051307,L793798,8,1,2016
S31051308,L793798,8,1,2016
S31051365,L793798,8,1,2016
S31051822,L793798,8,1,2016
S31051825,L791657,12,1,2016
S31056432,L793798,8,1,2016
S31059856,L3934129,12,2,2016
S31059970,L3934129,12,2,2016
S31060310,L2604456,12,1,2016
S31066977,L2604456,12,1,2016
S31067003,L2604456,12,1,2016
S31067171,L793798,8,1,2016
S31067987,L793798,8,1,2016
S31068010,L2604456,12,1,2016
S31068054,L2604456,12,1,2016
